Time,USER,RRC,ERAB,PRB,THR,DUR
11/30/2016 2:00,1059,847,678,521,434,453
11/30/2016 3:00,1133,906,725,558,465,485
11/30/2016 4:00,1185,948,758,583,486,507
11/30/2016 5:00,1160,928,742,571,476,497
11/30/2016 6:00,1164,931,745,573,478,498
11/30/2016 7:00,1206,965,772,594,495,516
11/30/2016 8:00,1422,1138,910,700,583,609
11/30/2016 9:00,1556,1245,996,766,638,666
11/30/2016 10:00,1641,1313,1050,808,673,703
11/30/2016 11:00,1637,1310,1048,806,672,701
11/30/2016 12:00,1371,1097,877,675,562,587
11/30/2016 13:00,1545,1236,989,761,634,661
11/30/2016 14:00,1597,1278,1022,786,655,684
11/30/2016 15:00,1538,1230,984,757,631,658
11/30/2016 16:00,2025,1620,1296,997,831,867
11/30/2016 17:00,1737,1390,1112,855,713,744
11/30/2016 18:00,1614,1291,1033,795,662,691
11/30/2016 19:00,1677,1342,1073,826,688,718
11/30/2016 20:00,1660,1328,1062,817,681,711
11/30/2016 21:00,1942,1554,1243,956,797,831
11/30/2016 22:00,1778,1422,1138,875,729,761
11/30/2016 23:00,1658,1326,1061,816,680,710
12-01-2016 00:00,1237,990,792,609,507,530
12-01-2016 01:00,1082,866,692,533,444,463
12-01-2016 02:00,983,786,629,484,403,421
12-01-2016 03:00,1029,823,659,507,422,441
12-01-2016 04:00,961,769,615,473,394,411
12-01-2016 05:00,1098,878,703,541,450,470
12-01-2016 06:00,1149,919,735,566,471,492
12-01-2016 07:00,1326,1061,849,653,544,568
12-01-2016 08:00,1498,1198,959,737,615,641
12-01-2016 09:00,1696,1357,1085,835,696,726
12-01-2016 10:00,1501,1201,961,739,616,643
12-01-2016 11:00,1744,1395,1116,859,715,747
12-01-2016 12:00,1285,1028,822,633,527,550
12-01-2016 13:00,1356,1085,868,668,556,580
12-01-2016 14:00,1671,1337,1069,823,686,715
12-01-2016 15:00,1825,1460,1168,898,749,781
12-01-2016 16:00,1567,1254,1003,771,643,671
12-01-2016 17:00,1841,1473,1178,906,755,788
12-01-2016 18:00,2075,1660,1328,1022,851,888
12-01-2016 19:00,2700,2160,1728,1329,1108,1156
12-01-2016 20:00,2503,2002,1602,1232,1027,1072
12-01-2016 21:00,2181,1745,1396,1074,895,934
12-01-2016 22:00,2151,1721,1377,1059,882,921
12-01-2016 23:00,1747,1398,1118,860,717,748
12-02-2016 00:00,1496,1197,957,736,614,640
12-02-2016 01:00,1176,941,753,579,482,503
12-02-2016 02:00,1168,934,748,575,479,500
12-02-2016 03:00,1070,856,685,527,439,458
12-02-2016 04:00,1186,949,759,584,487,508
12-02-2016 05:00,1313,1050,840,646,539,562
12-02-2016 06:00,1535,1228,982,756,630,657
12-02-2016 07:00,1359,1087,870,669,558,582
12-02-2016 08:00,1589,1271,1017,782,652,680
12-02-2016 09:00,2086,1669,1335,1027,856,893
12-02-2016 10:00,1262,1010,808,621,518,540
12-02-2016 11:00,1449,1159,927,713,594,620
12-02-2016 12:00,1482,1186,948,730,608,634
12-02-2016 13:00,1378,1102,882,678,565,590
12-02-2016 14:00,1443,1154,924,710,592,618
12-02-2016 15:00,1777,1422,1137,875,729,761
12-02-2016 16:00,1585,1268,1014,780,650,679
12-02-2016 17:00,1653,1322,1058,814,678,708
12-02-2016 18:00,1740,1392,1114,857,714,745
12-02-2016 19:00,1955,1564,1251,962,802,837
12-02-2016 20:00,1929,1543,1235,950,791,826
12-02-2016 21:00,2066,1653,1322,1017,848,884
12-02-2016 22:00,2074,1659,1327,1021,851,888
12-02-2016 23:00,2013,1610,1288,991,826,862
12-03-2016 00:00,1700,1360,1088,837,697,728
12-03-2016 01:00,1414,1131,905,696,580,605
12-03-2016 02:00,1285,1028,822,633,527,550
12-03-2016 03:00,1201,961,769,591,493,514
12-03-2016 04:00,1204,963,771,593,494,515
12-03-2016 05:00,1185,948,758,583,486,507
12-03-2016 06:00,1198,958,767,590,491,513
12-03-2016 07:00,1276,1021,817,628,523,546
12-03-2016 08:00,1369,1095,876,674,562,586
12-03-2016 09:00,1721,1377,1101,847,706,737
12-03-2016 10:00,1947,1558,1246,959,799,833
12-03-2016 11:00,1889,1511,1209,930,775,809
12-03-2016 12:00,1533,1226,981,755,629,656
12-03-2016 13:00,1594,1275,1020,785,654,682
12-03-2016 14:00,2016,1613,1290,992,827,863
12-03-2016 15:00,2004,1603,1283,987,822,858
12-03-2016 16:00,1815,1452,1162,894,745,777
12-03-2016 17:00,1691,1353,1082,832,694,724
12-03-2016 18:00,1718,1374,1100,846,705,735
12-03-2016 19:00,2130,1704,1363,1049,874,912
12-03-2016 20:00,2647,2118,1694,1303,1086,1133
12-03-2016 21:00,2350,1880,1504,1157,964,1006
12-03-2016 22:00,2613,2090,1672,1286,1072,1119
12-03-2016 23:00,2359,1887,1510,1161,968,1010
12-04-2016 00:00,1875,1500,1200,923,769,803
12-04-2016 01:00,1514,1211,969,745,621,648
12-04-2016 02:00,1237,990,792,609,507,530
12-04-2016 03:00,1288,1030,824,634,528,551
12-04-2016 04:00,1302,1042,833,641,534,557
12-04-2016 05:00,1335,1068,854,657,548,572
12-04-2016 06:00,1512,1210,968,744,620,647
12-04-2016 07:00,1550,1240,992,763,636,664
12-04-2016 08:00,1537,1230,984,757,631,658
12-04-2016 09:00,2042,1634,1307,1005,838,874
12-04-2016 10:00,1832,1466,1172,902,752,784
12-04-2016 11:00,1957,1566,1252,963,803,838
12-04-2016 12:00,2034,1627,1302,1001,834,871
12-04-2016 13:00,2727,2182,1745,1343,1119,1167
12-04-2016 14:00,2897,2318,1854,1426,1189,1240
12-04-2016 15:00,2662,2130,1704,1311,1092,1140
12-04-2016 16:00,2393,1914,1532,1178,982,1024
12-04-2016 17:00,3118,2494,1996,1535,1279,1335
12-04-2016 18:00,3122,2498,1998,1537,1281,1337
12-04-2016 19:00,3457,2766,2212,1702,1418,1480
12-04-2016 20:00,2532,2026,1620,1247,1039,1084
12-04-2016 21:00,2089,1671,1337,1028,857,894
12-04-2016 22:00,2131,1705,1364,1049,874,912
12-04-2016 23:00,1781,1425,1140,877,731,762
12-05-2016 00:00,1402,1122,897,690,575,600
12-05-2016 01:00,1273,1018,815,627,522,545
12-05-2016 02:00,1291,1033,826,636,530,553
12-05-2016 03:00,1136,909,727,559,466,486
12-05-2016 04:00,1187,950,760,584,487,508
12-05-2016 05:00,1365,1092,874,672,560,584
12-05-2016 06:00,1310,1048,838,645,537,561
12-05-2016 07:00,1210,968,774,596,496,518
12-05-2016 08:00,1464,1171,937,721,601,627
12-05-2016 09:00,2011,1609,1287,990,825,861
12-05-2016 10:00,2071,1657,1325,1020,850,887
12-05-2016 11:00,2120,1696,1357,1044,870,908
12-05-2016 12:00,1697,1358,1086,835,696,726
12-05-2016 13:00,1422,1138,910,700,583,609
12-05-2016 14:00,1562,1250,1000,769,641,669
12-05-2016 15:00,1899,1519,1215,935,779,813
12-05-2016 16:00,1904,1523,1219,937,781,815
12-05-2016 17:00,2241,1793,1434,1103,919,959
12-05-2016 18:00,2339,1871,1497,1152,960,1001
12-05-2016 19:00,2770,2216,1773,1364,1136,1186
12-05-2016 20:00,2476,1981,1585,1219,1016,1060
12-05-2016 21:00,2479,1983,1587,1220,1017,1061
12-05-2016 22:00,2132,1706,1364,1050,875,913
12-05-2016 23:00,1848,1478,1183,910,758,791
12-06-2016 00:00,1548,1238,991,762,635,663
12-06-2016 01:00,1280,1024,819,630,525,548
12-06-2016 02:00,1213,970,776,597,498,519
12-06-2016 03:00,1126,901,721,554,462,482
12-06-2016 04:00,1236,989,791,608,507,529
12-06-2016 05:00,1434,1147,918,706,588,614
12-06-2016 06:00,1393,1114,892,686,571,596
12-06-2016 07:00,1364,1091,873,672,560,584
12-06-2016 08:00,1485,1188,950,731,609,636
12-06-2016 09:00,1538,1230,984,757,631,658
12-06-2016 10:00,1545,1236,989,761,634,661
12-06-2016 11:00,1578,1262,1010,777,647,676
12-06-2016 12:00,1231,985,788,606,505,527
12-06-2016 13:00,1287,1030,824,634,528,551
12-06-2016 14:00,1316,1053,842,648,540,563
12-06-2016 15:00,1540,1232,986,758,632,659
12-06-2016 16:00,1903,1522,1218,937,781,815
12-06-2016 17:00,1961,1569,1255,965,805,839
12-06-2016 18:00,1903,1522,1218,937,781,815
12-06-2016 19:00,2540,2032,1626,1250,1042,1087
12-06-2016 20:00,2328,1862,1490,1146,955,997
12-06-2016 21:00,2175,1740,1392,1071,892,931
12-06-2016 22:00,2118,1694,1356,1043,869,907
12-06-2016 23:00,2140,1712,1370,1054,878,916
12-07-2016 00:00,1477,1182,945,727,606,632
12-07-2016 01:00,1286,1029,823,633,528,551
12-07-2016 02:00,1165,932,746,574,478,499
12-07-2016 03:00,1237,990,792,609,507,530
12-07-2016 04:00,1347,1078,862,663,553,577
12-07-2016 05:00,1319,1055,844,649,541,565
12-07-2016 06:00,1271,1017,813,626,521,544
12-07-2016 07:00,1453,1162,930,715,596,622
12-07-2016 08:00,1286,1029,823,633,528,551
12-07-2016 09:00,1692,1354,1083,833,694,724
12-07-2016 10:00,1698,1358,1087,836,697,727
12-07-2016 11:00,1486,1189,951,732,610,636
12-07-2016 12:00,1351,1081,865,665,554,578
12-07-2016 13:00,1469,1175,940,723,603,629
12-07-2016 14:00,1566,1253,1002,771,642,670
12-07-2016 15:00,1460,1168,934,719,599,625
12-07-2016 16:00,1777,1422,1137,875,729,761
12-07-2016 17:00,1924,1539,1231,947,789,824
12-07-2016 18:00,1917,1534,1227,944,786,821
12-07-2016 19:00,2329,1863,1491,1147,955,997
12-07-2016 20:00,2307,1846,1476,1136,946,988
12-07-2016 21:00,2377,1902,1521,1170,975,1018
12-07-2016 22:00,2401,1921,1537,1182,985,1028
12-07-2016 23:00,2100,1680,1344,1034,862,899
12-08-2016 00:00,1826,1461,1169,899,749,782
12-08-2016 01:00,1232,986,788,607,505,527
12-08-2016 02:00,1189,951,761,585,488,509
12-08-2016 03:00,1265,1012,810,623,519,542
12-08-2016 04:00,1268,1014,812,624,520,543
12-08-2016 05:00,1370,1096,877,674,562,586
12-08-2016 06:00,1615,1292,1034,795,663,691
12-08-2016 07:00,1419,1135,908,699,582,607
12-08-2016 08:00,1462,1170,936,720,600,626
12-08-2016 09:00,1786,1429,1143,879,733,765
12-08-2016 10:00,1555,1244,995,766,638,666
12-08-2016 11:00,1595,1276,1021,785,654,683
12-08-2016 12:00,1154,923,739,568,473,494
12-08-2016 13:00,1400,1120,896,689,574,599
12-08-2016 14:00,1476,1181,945,727,606,632
12-08-2016 15:00,1473,1178,943,725,604,631
12-08-2016 16:00,1601,1281,1025,788,657,685
12-08-2016 17:00,2150,1720,1376,1058,882,920
12-08-2016 18:00,2034,1627,1302,1001,834,871
12-08-2016 19:00,2249,1799,1439,1107,923,963
12-08-2016 20:00,2091,1673,1338,1029,858,895
12-08-2016 21:00,2175,1740,1392,1071,892,931
12-08-2016 22:00,1997,1598,1278,983,819,855
12-08-2016 23:00,1392,1114,891,685,571,596
12-09-2016 00:00,1339,1071,857,659,549,573
12-09-2016 01:00,1343,1074,860,661,551,575
12-09-2016 02:00,1142,914,731,562,469,489
12-09-2016 03:00,1238,990,792,609,508,530
12-09-2016 04:00,1422,1138,910,700,583,609
12-09-2016 05:00,1361,1089,871,670,558,583
12-09-2016 06:00,1487,1190,952,732,610,637
12-09-2016 07:00,1459,1167,934,718,599,625
12-09-2016 08:00,1547,1238,990,762,635,662
12-09-2016 09:00,1785,1428,1142,879,732,764
12-09-2016 10:00,1896,1517,1213,933,778,812
12-09-2016 11:00,2032,1626,1300,1000,834,870
12-09-2016 12:00,1448,1158,927,713,594,620
12-09-2016 13:00,1392,1114,891,685,571,596
12-09-2016 14:00,1378,1102,882,678,565,590
12-09-2016 15:00,1667,1334,1067,821,684,714
12-09-2016 16:00,1842,1474,1179,907,756,789
12-09-2016 17:00,2098,1678,1343,1033,861,898
12-09-2016 18:00,2361,1889,1511,1162,969,1011
12-09-2016 19:00,2716,2173,1738,1337,1114,1163
12-09-2016 20:00,2772,2218,1774,1365,1137,1187
12-09-2016 21:00,2877,2302,1841,1416,1180,1232
12-09-2016 22:00,2947,2358,1886,1451,1209,1262
12-09-2016 23:00,2394,1915,1532,1179,982,1025
12-10-2016 00:00,1859,1487,1190,915,763,796
12-10-2016 01:00,1650,1320,1056,812,677,706
12-10-2016 02:00,1602,1282,1025,789,657,686
12-10-2016 03:00,1619,1295,1036,797,664,693
12-10-2016 04:00,1583,1266,1013,779,649,678
12-10-2016 05:00,1914,1531,1225,942,785,819
12-10-2016 06:00,1984,1587,1270,977,814,849
12-10-2016 07:00,2205,1764,1411,1086,905,944
12-10-2016 08:00,2109,1687,1350,1038,865,903
12-10-2016 09:00,2327,1862,1489,1146,955,996
12-10-2016 10:00,2042,1634,1307,1005,838,874
12-10-2016 11:00,2204,1763,1411,1085,904,944
12-10-2016 12:00,2041,1633,1306,1005,837,874
12-10-2016 13:00,2015,1612,1290,992,827,863
12-10-2016 14:00,2552,2042,1633,1256,1047,1092
12-10-2016 15:00,2241,1793,1434,1103,919,959
12-10-2016 16:00,2643,2114,1692,1301,1084,1131
12-10-2016 17:00,2526,2021,1617,1244,1036,1081
12-10-2016 18:00,2562,2050,1640,1261,1051,1097
12-10-2016 19:00,3109,2487,1990,1531,1275,1331
12-10-2016 20:00,3194,2555,2044,1572,1310,1367
12-10-2016 21:00,2820,2256,1805,1388,1157,1207
12-10-2016 22:00,2794,2235,1788,1376,1146,1196
12-10-2016 23:00,2505,2004,1603,1233,1028,1072
12-11-2016 00:00,2037,1630,1304,1003,836,872
12-11-2016 01:00,1699,1359,1087,836,697,727
12-11-2016 02:00,1440,1152,922,709,591,616
12-11-2016 03:00,1367,1094,875,673,561,585
12-11-2016 04:00,1526,1221,977,751,626,653
12-11-2016 05:00,1493,1194,956,735,613,639
12-11-2016 06:00,1650,1320,1056,812,677,706
12-11-2016 07:00,2027,1622,1297,998,832,868
12-11-2016 08:00,1799,1439,1151,886,738,770
12-11-2016 09:00,1734,1387,1110,854,711,742
12-11-2016 10:00,1931,1545,1236,951,792,827
12-11-2016 11:00,1792,1434,1147,882,735,767
12-11-2016 12:00,1674,1339,1071,824,687,717
12-11-2016 13:00,1799,1439,1151,886,738,770
12-11-2016 14:00,1815,1452,1162,894,745,777
12-11-2016 15:00,2482,1986,1588,1222,1018,1063
12-11-2016 16:00,2059,1647,1318,1014,845,881
12-11-2016 17:00,1685,1348,1078,830,691,721
12-11-2016 18:00,1834,1467,1174,903,752,785
12-11-2016 19:00,2545,2036,1629,1253,1044,1089
12-11-2016 20:00,2941,2353,1882,1448,1207,1259
12-11-2016 21:00,3616,2893,2314,1780,1483,1548
12-11-2016 22:00,3281,2625,2100,1615,1346,1405
12-11-2016 23:00,2080,1664,1331,1024,853,890
12-12-2016 00:00,1589,1271,1017,782,652,680
12-12-2016 01:00,1451,1161,929,714,595,621
12-12-2016 02:00,1271,1017,813,626,521,544
12-12-2016 03:00,1161,929,743,572,476,497
12-12-2016 04:00,1191,953,762,586,489,510
12-12-2016 05:00,1309,1047,838,644,537,560
12-12-2016 06:00,1536,1229,983,756,630,658
12-12-2016 07:00,1216,973,778,599,499,521
12-12-2016 08:00,1257,1006,804,619,516,538
12-12-2016 09:00,1526,1221,977,751,626,653
12-12-2016 10:00,1652,1322,1057,813,678,707
12-12-2016 11:00,1626,1301,1041,800,667,696
12-12-2016 12:00,1625,1300,1040,800,667,696
12-12-2016 13:00,1605,1284,1027,790,658,687
12-12-2016 14:00,1492,1194,955,735,612,639
12-12-2016 15:00,1809,1447,1158,891,742,774
12-12-2016 16:00,1788,1430,1144,880,734,765
12-12-2016 17:00,1993,1594,1276,981,818,853
12-12-2016 18:00,1715,1372,1098,844,704,734
12-12-2016 19:00,2248,1798,1439,1107,922,962
12-12-2016 20:00,2475,1980,1584,1218,1015,1060
12-12-2016 21:00,2208,1766,1413,1087,906,945
12-12-2016 22:00,2289,1831,1465,1127,939,980
12-12-2016 23:00,1763,1410,1128,868,723,755
12/13/2016 0:00,1437,1150,920,707,590,615
12/13/2016 1:00,1252,1002,801,616,514,536
12/13/2016 2:00,1374,1099,879,676,564,588
12/13/2016 3:00,1460,1168,934,719,599,625
12/13/2016 4:00,1652,1322,1057,813,678,707
12/13/2016 5:00,1613,1290,1032,794,662,691
12/13/2016 6:00,1537,1230,984,757,631,658
12/13/2016 7:00,1371,1097,877,675,562,587
12/13/2016 8:00,1407,1126,900,693,577,602
12/13/2016 9:00,1438,1150,920,708,590,616
12/13/2016 10:00,1163,930,744,573,477,498
12/13/2016 11:00,1320,1056,845,650,542,565
12/13/2016 12:00,1494,1195,956,736,613,640
12/13/2016 13:00,1862,1490,1192,917,764,797
12/13/2016 14:00,1467,1174,939,722,602,628
12/13/2016 15:00,1722,1378,1102,848,706,737
12/13/2016 16:00,1775,1420,1136,874,728,760
12/13/2016 17:00,1831,1465,1172,901,751,784
12/13/2016 18:00,1541,1233,986,759,632,660
12/13/2016 19:00,2007,1606,1284,988,823,859
12/13/2016 20:00,1973,1578,1263,971,809,845
12/13/2016 21:00,2068,1654,1324,1018,848,885
12/13/2016 22:00,2135,1708,1366,1051,876,914
12/13/2016 23:00,1927,1542,1233,949,791,825
12/14/2016 0:00,1578,1262,1010,777,647,676
12/14/2016 1:00,1304,1043,835,642,535,558
12/14/2016 2:00,1338,1070,856,659,549,573
12/14/2016 3:00,1306,1045,836,643,536,559
12/14/2016 4:00,1243,994,796,612,510,532
12/14/2016 5:00,1232,986,788,607,505,527
12/14/2016 6:00,1439,1151,921,708,590,616
12/14/2016 7:00,1359,1087,870,669,558,582
12/14/2016 8:00,1377,1102,881,678,565,589
12/14/2016 9:00,1477,1182,945,727,606,632
12/14/2016 10:00,1633,1306,1045,804,670,699
12/14/2016 11:00,2108,1686,1349,1038,865,902
12/14/2016 12:00,1464,1171,937,721,601,627
12/14/2016 13:00,1448,1158,927,713,594,620
12/14/2016 14:00,1551,1241,993,764,636,664
12/14/2016 15:00,1657,1326,1060,816,680,709
12/14/2016 16:00,1783,1426,1141,878,731,763
12/14/2016 17:00,2062,1650,1320,1015,846,883
12/14/2016 18:00,1854,1483,1187,913,761,794
12/14/2016 19:00,1819,1455,1164,896,746,779
12/14/2016 20:00,2128,1702,1362,1048,873,911
12/14/2016 21:00,2539,2031,1625,1250,1042,1087
12/14/2016 22:00,2433,1946,1557,1198,998,1042
12/14/2016 23:00,1803,1442,1154,888,740,772
12/15/2016 0:00,1387,1110,888,683,569,594
12/15/2016 1:00,1207,966,772,594,495,517
12/15/2016 2:00,1236,989,791,608,507,529
12/15/2016 3:00,1278,1022,818,629,524,547
12/15/2016 4:00,1295,1036,829,638,531,554
12/15/2016 5:00,1361,1089,871,670,558,583
12/15/2016 6:00,1341,1073,858,660,550,574
12/15/2016 7:00,1321,1057,845,650,542,566
12/15/2016 8:00,1605,1284,1027,790,658,687
12/15/2016 9:00,2090,1672,1338,1029,857,895
12/15/2016 10:00,2246,1797,1437,1106,921,961
12/15/2016 11:00,2395,1916,1533,1179,983,1025
12/15/2016 12:00,1909,1527,1222,940,783,817
12/15/2016 13:00,1910,1528,1222,940,784,818
12/15/2016 14:00,1943,1554,1244,957,797,832
12/15/2016 15:00,2080,1664,1331,1024,853,890
12/15/2016 16:00,2256,1805,1444,1111,926,966
12/15/2016 17:00,1927,1542,1233,949,791,825
12/15/2016 18:00,2212,1770,1416,1089,907,947
12/15/2016 19:00,2225,1780,1424,1095,913,953
12/15/2016 20:00,2070,1656,1325,1019,849,886
12/15/2016 21:00,2488,1990,1592,1225,1021,1065
12/15/2016 22:00,2472,1978,1582,1217,1014,1058
12/15/2016 23:00,1914,1531,1225,942,785,819
12/16/2016 0:00,1547,1238,990,762,635,662
12/16/2016 1:00,1420,1136,909,699,583,608
12/16/2016 2:00,1317,1054,843,648,540,564
12/16/2016 3:00,1358,1086,869,669,557,581
12/16/2016 4:00,1280,1024,819,630,525,548
12/16/2016 5:00,1392,1114,891,685,571,596
12/16/2016 6:00,1232,986,788,607,505,527
12/16/2016 7:00,1864,1491,1193,918,765,798
12/16/2016 8:00,1670,1336,1069,822,685,715
12/16/2016 9:00,1583,1266,1013,779,649,678
12/16/2016 10:00,1477,1182,945,727,606,632
12/16/2016 11:00,1811,1449,1159,892,743,775
12/16/2016 12:00,1543,1234,988,760,633,661
12/16/2016 13:00,1354,1083,867,667,555,580
12/16/2016 14:00,1862,1490,1192,917,764,797
12/16/2016 15:00,2268,1814,1452,1117,930,971
12/16/2016 16:00,2585,2068,1654,1273,1061,1107
12/16/2016 17:00,2582,2066,1652,1271,1059,1105
12/16/2016 18:00,2150,1720,1376,1058,882,920
12/16/2016 19:00,1848,1478,1183,910,758,791
12/16/2016 20:00,1965,1572,1258,967,806,841
12/16/2016 21:00,2252,1802,1441,1109,924,964
12/16/2016 22:00,2586,2069,1655,1273,1061,1107
12/16/2016 23:00,2462,1970,1576,1212,1010,1054
12/17/2016 0:00,2117,1694,1355,1042,869,906
12/17/2016 1:00,1790,1432,1146,881,734,766
12/17/2016 2:00,1539,1231,985,758,631,659
12/17/2016 3:00,1550,1240,992,763,636,664
12/17/2016 4:00,1532,1226,980,754,629,656
12/17/2016 5:00,1528,1222,978,752,627,654
12/17/2016 6:00,1528,1222,978,752,627,654
12/17/2016 7:00,1611,1289,1031,793,661,690
12/17/2016 8:00,2043,1634,1308,1006,838,875
12/17/2016 9:00,2038,1630,1304,1003,836,872
12/17/2016 10:00,2190,1752,1402,1078,898,938
12/17/2016 11:00,1689,1351,1081,832,693,723
12/17/2016 12:00,1531,1225,980,754,628,655
12/17/2016 13:00,1992,1594,1275,981,817,853
12/17/2016 14:00,1849,1479,1183,910,759,792
12/17/2016 15:00,1698,1358,1087,836,697,727
12/17/2016 16:00,2099,1679,1343,1033,861,899
12/17/2016 17:00,2220,1776,1421,1093,911,950
12/17/2016 18:00,1858,1486,1189,915,762,795
12/17/2016 19:00,2612,2090,1672,1286,1072,1118
12/17/2016 20:00,2990,2392,1914,1472,1227,1280
12/17/2016 21:00,3093,2474,1980,1523,1269,1324
12/17/2016 22:00,3323,2658,2127,1636,1363,1423
12/17/2016 23:00,2226,1781,1425,1096,913,953
12/18/2016 0:00,2053,1642,1314,1011,842,879
12/18/2016 1:00,1792,1434,1147,882,735,767
12/18/2016 2:00,1536,1229,983,756,630,658
12/18/2016 3:00,1504,1203,963,740,617,644
12/18/2016 4:00,1554,1243,995,765,638,665
12/18/2016 5:00,1384,1107,886,681,568,592
12/18/2016 6:00,1667,1334,1067,821,684,714
12/18/2016 7:00,1809,1447,1158,891,742,774
12/18/2016 8:00,2102,1682,1345,1035,862,900
12/18/2016 9:00,1923,1538,1231,947,789,823
12/18/2016 10:00,1579,1263,1011,777,648,676
12/18/2016 11:00,1335,1068,854,657,548,572
12/18/2016 12:00,1538,1230,984,757,631,658
12/18/2016 13:00,1515,1212,970,746,622,649
12/18/2016 14:00,1776,1421,1137,874,729,760
12/18/2016 15:00,1631,1305,1044,803,669,698
12/18/2016 16:00,1488,1190,952,733,610,637
12/18/2016 17:00,2033,1626,1301,1001,834,870
12/18/2016 18:00,1650,1320,1056,812,677,706
12/18/2016 19:00,2232,1786,1428,1099,916,956
12/18/2016 20:00,2248,1798,1439,1107,922,962
12/18/2016 21:00,2640,2112,1690,1300,1083,1130
12/18/2016 22:00,2353,1882,1506,1158,965,1007
12/18/2016 23:00,2088,1670,1336,1028,857,894
12/19/2016 0:00,1823,1458,1167,897,748,780
12/19/2016 1:00,1543,1234,988,760,633,661
12/19/2016 2:00,1269,1015,812,625,521,543
12/19/2016 3:00,1446,1157,925,712,593,619
12/19/2016 4:00,1313,1050,840,646,539,562
12/19/2016 5:00,1238,990,792,609,508,530
12/19/2016 6:00,1479,1183,947,728,607,633
12/19/2016 7:00,1315,1052,842,647,539,563
12/19/2016 8:00,1559,1247,998,768,640,667
12/19/2016 9:00,1539,1231,985,758,631,659
12/19/2016 10:00,1458,1166,933,718,598,624
12/19/2016 11:00,1531,1225,980,754,628,655
12/19/2016 12:00,1369,1095,876,674,562,586
12/19/2016 13:00,1659,1327,1062,817,681,710
12/19/2016 14:00,1761,1409,1127,867,722,754
12/19/2016 15:00,1733,1386,1109,853,711,742
12/19/2016 16:00,1711,1369,1095,842,702,732
12/19/2016 17:00,1989,1591,1273,979,816,851
12/19/2016 18:00,2269,1815,1452,1117,931,971
12/19/2016 19:00,2368,1894,1516,1166,971,1014
12/19/2016 20:00,2190,1752,1402,1078,898,938
12/19/2016 21:00,2313,1850,1480,1139,949,990
12/19/2016 22:00,2389,1911,1529,1176,980,1023
12/19/2016 23:00,1758,1406,1125,865,721,753
12/20/2016 0:00,1211,969,775,596,497,518
12/20/2016 1:00,1201,961,769,591,493,514
12/20/2016 2:00,1126,901,721,554,462,482
12/20/2016 3:00,1123,898,719,553,461,481
12/20/2016 4:00,1248,998,799,614,512,534
12/20/2016 5:00,1112,890,712,547,456,476
12/20/2016 6:00,1261,1009,807,621,517,540
12/20/2016 7:00,1245,996,797,613,511,533
12/20/2016 8:00,1242,994,795,611,510,532
12/20/2016 9:00,1371,1097,877,675,562,587
12/20/2016 10:00,1662,1330,1064,818,682,711
12/20/2016 11:00,1526,1221,977,751,626,653
12/20/2016 12:00,1665,1332,1066,820,683,713
12/20/2016 13:00,1735,1388,1110,854,712,743
12/20/2016 14:00,1606,1285,1028,791,659,688
12/20/2016 15:00,1746,1397,1117,860,716,747
12/20/2016 16:00,1582,1266,1012,779,649,677
12/20/2016 17:00,1806,1445,1156,889,741,773
12/20/2016 18:00,2043,1634,1308,1006,838,875
12/20/2016 19:00,3014,2411,1929,1484,1237,1290
12/20/2016 20:00,2971,2377,1901,1463,1219,1272
12/20/2016 21:00,2697,2158,1726,1328,1106,1155
12/20/2016 22:00,2224,1779,1423,1095,912,952
12/20/2016 23:00,1647,1318,1054,811,676,705
12/21/2016 0:00,1563,1250,1000,769,641,669
12/21/2016 1:00,1105,884,707,544,453,473
12/21/2016 2:00,866,693,554,426,355,371
12/21/2016 3:00,815,652,522,401,334,349
12/21/2016 4:00,923,738,591,454,379,395
12/21/2016 5:00,1111,889,711,547,456,476
12/21/2016 6:00,1197,958,766,589,491,512
12/21/2016 7:00,1121,897,717,552,460,480
12/21/2016 8:00,1201,961,769,591,493,514
12/21/2016 9:00,1429,1143,915,704,586,612
12/21/2016 10:00,1776,1421,1137,874,729,760
12/21/2016 11:00,1456,1165,932,717,597,623
12/21/2016 12:00,1448,1158,927,713,594,620
12/21/2016 13:00,1306,1045,836,643,536,559
12/21/2016 14:00,1582,1266,1012,779,649,677
12/21/2016 15:00,1279,1023,819,630,525,548
12/21/2016 16:00,1657,1326,1060,816,680,709
12/21/2016 17:00,1820,1456,1165,896,747,779
12/21/2016 18:00,2029,1623,1299,999,832,869
12/21/2016 19:00,2320,1856,1485,1142,952,993
12/21/2016 20:00,2603,2082,1666,1281,1068,1114
12/21/2016 21:00,2317,1854,1483,1141,951,992
12/21/2016 22:00,2505,2004,1603,1233,1028,1072
12/21/2016 23:00,2220,1776,1421,1093,911,950
12/22/2016 0:00,1695,1356,1085,834,695,726
12/22/2016 1:00,1553,1242,994,765,637,665
12/22/2016 2:00,1258,1006,805,619,516,539
12/22/2016 3:00,1225,980,784,603,503,524
12/22/2016 4:00,1039,831,665,512,426,445
12/22/2016 5:00,1084,867,694,534,445,464
12/22/2016 6:00,1264,1011,809,622,519,541
12/22/2016 7:00,1327,1062,849,653,544,568
12/22/2016 8:00,1374,1099,879,676,564,588
12/22/2016 9:00,1842,1474,1179,907,756,789
12/22/2016 10:00,1509,1207,966,743,619,646
12/22/2016 11:00,1418,1134,908,698,582,607
12/22/2016 12:00,1501,1201,961,739,616,643
